article;lang
ελέπα οσπίτε στιβαγμένα nτ έναν τ αλλο;pontic
επάν ουκ εθέλενα nν επορπάτενα σα πλατέα;pontic
τα δρόμε τ ουκ nέμουν μαθεμένος Αέτς;pontic
εκούισα τρανά nτσοι χωρότας μου Ελάτε;pontic
επαρείτε και nφερείτε με σο χωρίο μ;pontic
επαρείτε φερείτε nμε σα παρχάρε μ;pontic
επανκές Θέλω να πορπατώ nσα μικρά τα;pontic
δρομόπα του χωριού θέλω να nκαταλαγκεύω;pontic
σα παρχάρε επανκές όμον τα nζερκάδε θέλω;pontic
να παρακαθέυω με τα nπατσίδε του χωριού;pontic
θέλω ν ελέπω την nΦατιμέ και να λεγ ατένα;pontic
σα Ρωμεϊκά n αγαπώ σε Ουκί θέλω να είμαι;pontic
εντάμα nμε τα ξένα τα πατσίδε το;pontic
μυρίζουν όμορφα nκολώνιας θέλω ν επέρω;pontic
τον μυριχτό nτ έχουνε τεμέτερα τα;pontic
πατδίδε Ας τόσον nτρανά εκούιζα λες και;pontic
εκούσανε με τα nραχία τση Μαύρης;pontic
Θάλασσας και εκουνίγανε nΆμα σο σαλόνι;pontic
του οτελί μόνο ελίγο nσοσόνιχτος;pontic
ακουγούτουν απ εμένα Αέτς nαρνάσεψα να;pontic
νομίζω ούλα ατά τε μέτρεσα nΑέτς σο;pontic
όνειρο μ εγλέξα και επήγα σο nχωρίο Εκεί;pontic
που αρνάσεψα ν επαίρω το nδρόμο σον;pontic
παρχαρί μερέα να ακούγω την nμελωδί του;pontic
γαβαλί να μοιρέσκομε τα nτέρτε μ με τα;pontic
πατσίδε του χωριού ένας nρεσεψιονίστης;pontic
εξύμνισε με ασ όμορφο nτ όνειρο τ έλεπα;pontic
Κάποιος εράευε με σο nτελεφώνι Έτον;pontic
εκείνος ο παιδάς τ nεγνώρισα και είπα;pontic
τονα ν εφτάει με nτελεφώνι όνταν;pontic
έρχουσαν τουρίστι ασό nΓιουνανιστάνι;pontic
Αλήγορ έπαρ έναν ταξί nκαι έλα έρθαν;pontic
κάτι τουρίστοι ασό nΓιουνανιστάνι και σ;pontic
ελίγο ν αποχωρίγουνταν nασ οτέλι Αδά ουκ;pontic
έμουν για ν εποίνα σε nεμπρότερα;pontic
τελεφώνι Αρ έρθα και nείδα τινους είπε;pontic
με Ετότες καλά καλά nεξύμνιγα ασόν;pontic
όνειρό μ Επήρεν έναν nχαρχαταρία σην ψυ;pontic
μ Ουκ εχώρενεν απέσα nμ Τα χτυποκάρδε μ;pontic
εξέβανε σην κορφή Ας nεμπροτιζνώ τον;pontic
φουρτουνά πα οπίς nιχνάρι ουκ επόμεινεν;pontic
Έναν χαρά το ουκ nεγνώριζα εγομώθεν;pontic
απέσα μ Λες και nκατ είνα μέτερο τ ουκ;pontic
είδα πολλά χρόνε nνα πάγω ν ελέπ ατόνα;pontic
Αέτς ελάγγεψα έξου εύρα και ενήβα σε;pontic
nέναν ταξί και επήγα σ εκείνο τον παιδά;pontic
nΕκείνος πα σο ρεσεψιόνι σατ εδούλευεν;pontic
nτ ομάτεν ατ έξου εμένα ερέζενεν Ομόν nτο;pontic
είδε με δέβα ακεί πλαν μερέα εν η nαραπά;pontic
είπε με Εγώ σίτα εκλώστα οπίς nκαι επήγα;pontic
σην αραπά κεκά Το πόσο χτύπο nείχεν η;pontic
καρδία μ απ επάν ασά φορεσίας nτ εφόρενα;pontic
εφανερούτουν Έγυρα ες εγέρω nχαλί είχα;pontic
Ουκ έξερνα πα τίνα να πάγω nν ελέπω και;pontic
με τίνα το να συντυχαίνω nΕντροπεχτά;pontic
εσέβα σην αραπά Μισό γομάτο nέτον και;pontic
επέρμενεν να έρχουνταν οι nάλλοι για ν;pontic
έχπανεν Εγώ ελίγο ετέρεσα nτσ ανθρώπους;pontic
τ έσανε απές σο οτομπίσι n πούλμαν Λες κι;pontic
εράευα κανέναν nτ εγνώριζα Πολλοί πα;pontic
ετέρεσαν σε μένα nμερέα Εμπρότερα;pontic
πούθεν ουκ είδανε με nκαι κανείς ουκ;pontic
εγνώριζε με Εθαρέσανε nκάτι να θέλω;pontic
ατίνους Ασήν εντροπία μ ες nεκλώσκουμουν;pontic
οπίς και έγβαινα έξου nΕτότες έρθεν τση;pontic
μάνα μ η γλώσσα και nέλυσεν την γλώσσα μ;pontic
και ερώτεσα αδά n πες απ εσάς κανείς εξέρ;pontic
Ρωμεϊκά nΟύλοι άλαλοι εκλώσταν και;pontic
ετέρεσάνε με nΕπορεί να μην εγροίκεσε;pontic
κανείς τίπο nασ ατά ντο είπα Αέτς όμον τ;pontic
ετέρενα αδά nκαι ακεί απές σην αραπά;pontic
είδα ένα μαμίκα nτ εσκώθεν επάν σα;pontic
ποδάρεν ατές και nεθέλενεν κάτι ν έλεγε;pontic
με άμα ουκ nέξερνεν απόθεν ν αρνασευεν;pontic
Ετέρενεν nσ ομάτε μ απές Πάλι εγώ έλυσα;pontic
τη nγλώσσαν ατές τ εκλειδώθεν Ερώτεσα n;pontic
τενα ε μαμίκα εξέρεις Ρωμεϊκά Η nγραία;pontic
υναίκα εξέγκεν τη λαλίαν ατές και;pontic
nαρνάεσεψεν να συντυχαίνε Απόθεν nείσαι;pontic
ερώτεσε με Ασήν Τραπεζούντα nείμαι είπα;pontic
τενα Η μαμίκα όμον το nέκουσεν την;pontic
Τραπεζούντα αρνάσεψεν ν nεγβαίν ασόν;pontic
τόπον ατές και έρτε σο γιάνι nμ Αέτς σατή;pontic
εκράτενεν αδά και ακεί nέσκισε το στενό;pontic
το σαλωνόπο και έρθε σο nγιάνι μ Εγώ;pontic
ετράχωσα και επόμεινα σον nτόπο μ αέτς;pontic
ομόν το έστεκα ορθά Ουκ nεπόρεσα ν;pontic
εγροικώ ν ερμηνεύω σο νου μ nγια το ποίο;pontic
ατέ η μαμίκα ογράσευ να έρτε nσε μένα μερ;pontic
Για τ ατό χνουδί ουκί nλαΐίστα ασόν τόπο;pontic
μ για να πάγω nσ εκείνενα μερέα Η μαμίκα;pontic
έρθεν ουκ nέρθεν σίτα ετυλίεν ση γούλα μ;pontic
και nεγκαλέστε με Σατή έκλαιεν ε πουλί μ;pontic
nνα ίνομαι γουρπάντης σα ποδάρε σ;pontic
nέλεγεν Εσύ τ αραεύεις αδακές εσείς;pontic
nακόμα αδακές ζείτε ερώτενεν Εκράτενεν;pontic
nασά ωμία μ και μία ετέρενε με απές nσ;pontic
ομάτε μ και ύσταρο παλ εγκαλέσκουτουνε;pontic
nμε Ασ τόσον εγαυρώσεν επάνε μ και nασ;pontic
τόσον έσπιγγε με τα δάκτυλαν ατές;pontic
nενούιζα καλά καλά σο πετσί μ Εγώ πα;pontic
nελίγο εκράτενα Ουκ εξέρνα για το ποίο;pontic
nεγομώθανε τ ομάτε μ και εθέλενα nν;pontic
έκλαιγα Αέτς ομόν τ έμουνες έναν nλαλία;pontic
εξύμνισε μας Ούλιν έρθανε και nεθέλεναν;pontic
ν εμπένανε σο δρόμο Ασήν nαραπά απές είς;pontic
εβούισεν και είπεν τη nμαμίκα να δέβεν;pontic
σον τόπον ατές Η μαμίκα nσατή έκλαιεν;pontic
έφηκέ με και εκλώστεν nοπίς Σατή επέγνεν;pontic
τ εμπρόν ατές πα ουκ nελέπεν Με το ζόρι;pontic
επορπάτενεν Τ ομάτεν nατές γομομένα;pontic
δέκρε έσανε Εγώ πα nεκατήβα κάτου και;pontic
εδέβα σην μαμίκα nμερέα για ν έλεπ ατένα;pontic
άλλο μία Η αραπά nέχπασεν και επήρεν το;pontic
δρόμο Ελίγο nετερέθαμε με την μαμίκα;pontic
Εκείνε έκλαιεν nΕλάησε με το χέριν ατές;pontic
Η αραπά ομόν nτ εγίρισεν και εχάθεν ασ;pontic
ομάτε εγώ nετότες αρνάσεψα να κλαίγω;pontic
Επήγα σε έναν nτσουντζί εκάτσα κά και;pontic
έκλαψα ως που nεχόρτασα Λες και η μαμή μ;pontic
έρθεν ασό nχωρίο είδε με και πάλι εφήκε;pontic
με μαναχός nσο γκουρμπέτι και εκλώστεν;pontic
οπίς;pontic
Έρθα σο Γιουνανιστάνι;pontic
Ύσταρο ασά κανδύο χρόνε έκοψα το;pontic
nμπιλέτι μ εισιτήριο και εσέβα σο δρόμο;pontic
nγια το Γιουνανιστάνι Ουκ επορώ να;pontic
nερμηνεύω σας τη χαράν ντο είχα Πριν;pontic
nφτασείναι σα σύνορε η καρδία μ παλ;pontic
nεπήρεν άψιμο Αέτς εφτάσαμε και εδέβαμε;pontic
nασό σύνοροι Η ψυ μ απέσα μ και εγώ σην;pontic
nαραπά ουκ εχώρεναμε Εθέλενα ν εγβαίνα;pontic
nέξου και έβρισκα κάποιον άνθρεπο για νε;pontic
nσυντύχαινα με τ εκεί Ρωμεϊκά Νε τέρενα;pontic
nεγροικάει με γιαμ ουκ εγροικάει με nΝ;pontic
εγόραζα κάτι τ εθέλενα σατή εσυντύχαινα;pontic
nτση μάνα μ τη γλώσσα Σατή επέγναμε σο;pontic
nδρόμο καπούκεκα η αραπά μουνα εστάθεν;pontic
nγια το φαγί Εξέβα έξου και ομόν παλαλός;pontic
nετέρεσα αδά κ ακεί Επήγα εύρα είναν και;pontic
nερώτεσα τονα που εν το τουαλέτι έδειξε;pontic
nμ α έναν άλλον π εύρα ερώτεσα τονα nπου;pontic
επορώ και τρώγω φαγί έδειξέ με την;pontic
nλοκόντα εστιατόρειο ύσταρο εξέβα έξου;pontic
nκαι ογράσεψα να συντυχαίνω με όποιον;pontic
nέβρισκα εμπρό μ Εξέβα ασήν Τουρκία το;pontic
nέκρυφταμε τη γλώσσα μουνα και έρθα σο;pontic
nΓιουνιστάνι Αδά και κά νε συντύχαινα;pontic
nμαναχό τση μάνα μ τη γλώσσα γι ν;pontic
εγροικισκούμουνε nμε τσ ανθρώπους Άλλο;pontic
ουκε ν έκρυβα τη nγλώσσα μ και άλλο ούκε;pontic
ν εντρεπούμουν nν εσυντύχαινα ατό Τρανό;pontic
χαρά;pontic
Ύσταρο εσέβαμε σην αραπά και επήραμε το;pontic
nδρόμο για την Αθήνα Σο δρόμο σατή;pontic
nέρχουμουνες ετέρενα τα γράμματα και;pontic
nογράσευα νε μάθενα τά Όνταν έφτασαμε;pontic
nστην Αθήνα εβραδέσαμε Εξέβαμε έξου και;pontic
nο καθαείς επήρεν το δρόμον ατ Εγώ επήγα;pontic
nεύρα έναν οτέλι και έμεινα Όνταν εσκώθα;pontic
nτ άλο την ημέρα η ώρα εδέβεν Έξου;pontic
nέβρεχεν Εξέβα σο παλκόνι και ετέρεσα;pontic
nόλη την Αθήνα Έναν τρανό πόλη Οι;pontic
nάνθρωποι κάτου σα δρόμε ο ένας αδά;pontic
nεπέγνεν και ο άλλος ακεί Το ν εποίνα και;pontic
nπου ν επέγνα ουκ εξέρνα;pontic
Έβρα και εγνώριγα με τσοι μέτερους;pontic
Ύσταρο ασά δύο τρία μήνας εύρα τσοι;pontic
nμέτερους Ρωμαίους ασήν Μαύρη Θάλασσα;pontic
nΑέτς αρνάσεψα ν εγνωρίγομε με τ;pontic
εμέτερους nΌσον εδέβαν τα ημέρας τα;pontic
μήνας και τα nχρόνε εγνώρισα πολλούς;pontic
