article;lang
Άμα τουν είδαν μ ένα στόμα είπαν ουόλ ;nothern
 Κατέβα ρα Λάζου να μάθς τα χαμπέρια να ιδείς τί κακό μας βρήκιν απου;nothern
σήμιρα αχρηστέφκιν του χρήμα Πάν οι παράδις Πάει ου κόπους μας απ τουν;nothern
θέρου Μούνγκι σύ ρα Λάζου τς πήρις διάφουρουν τς γλέν τσις Χαλάλ να σι;nothern
γέν ;nothern
 Ου τρύγους;nothern
Ήρθιν ου Αύγουστους σώθκαν κι τ αλώνια ιέμασιν ου κόσμους τα γιννήματα ;nothern
τάβαλιν στ αμπάρια του στιάρ για του ψουμί τς χρουνιάς του κθάρ ταή για τα;nothern
ζουντανά οι αχιρώνις γιουμάτις μ άχιρα κι άμα τσάκσιν ψίχα η ζέστα χίρσαν στ ;nothern
αμπέλια να παρδαλίζν τα σταφύλια ;nothern
Οι ντραγαταίοι ταίριασαν τς καλύβις κι τς φλάχτρις στα ψηλότιρα τα δέντρα να;nothern
μπουρούν να γλέπν όσου μακρύτιρα γένιτι ;nothern
Ανάρια τα κούτσουρα μ ασπρούσ κις μέσ στ αμπέλια να μήν τα σ μαδέβ ;nothern
εύκουλα ου κλέφτς Γυάλτσαν απου νουρίς κι γλύκαναν Οι νοικουκυραίοι;nothern
μάζουναν απου κάνα δυό στου μαντήλ τα πάιναν στου σπίτ να δουκιμάσν ουόλ ;nothern
τα πρώιμα κι ου τρανύτιρους ου πάππους να πεί ;nothern
 Άιντι κι τ χρόν κι καλόν τρύγουν Να κρατήστι κάνα δυό για ν Άη Σουτήρα ;nothern
να τα παϊαίνουμι σν ικκλησιά Πέ τουν αυτόν του ρουφιάνου τουν ντραγάτ νάχ του;nothern
νού τ φέτου να μή λείψ ούτι ένα σπυρί ;nothern
Ιέστειλιν χαμπάρ ου Νάτσιους μι τουν γιό τ τουν Ντίνα στουν θκό τς τουν;nothern
ντραγάτ απ φύλαγιν τ αμπέλια τς Σκΐρκας κι είχιν τ φλάχτρα φκιασμέν μι;nothern
βριζαμιά στου Σιόπουτου ουπάν στου καραγάτσ κουντά στου νιρό Ου Τζήκας;nothern
ήταν ου ντραγάτς χρόνια τώρα ήξιριν όλα τα κτήματα κι τουν καθένα απ τούχιν ;nothern
Ήταν ψίχα αρπαχτιάης του χέρ τούχιν μακρύτιρου απ ότ χράζουνταν κι απ ;nothern
του σπίτ ουόλουν τουν κιρό δέν έλειπιν καντίπουτα Ουόλα τάχιν απ τα κιράσια π χιρνούσαν τουν Μάη ουώς τα σταφύλια στουν τρύγου Ήταν ουόλα θκά τ κι ας;nothern
μήν είχιν στ αμπέλι τ ούτι κιρασιά ούτι κάνα άλλου δέντρου κι όλα τα κούτσουρα;nothern
ήταν ξινόμαυρα σταφύλια απ δέν τρώουνταν ;nothern
Τάξιραν οι νοικουκυραίοι αυτά αλλα δέ μπουρούσαν να πούν κι τίπουτα γιατι;nothern
ήταν καλός ντραγάτς Φύλαγιν μέρα νύχτα ζημιές δέ γένουνταν τα κουπάδια μι τα;nothern
πρόβατα δέ ζύγουναν κουντά στα κτήματα κι όλ οι μκροί απ τ Σκΐρκα είχαν πάρ ;nothern
 έστειλε μήνυμα ο Νάτσιος με τον γιό του τον Ντίνα ;nothern
 40 ;nothern
φρίξ Δέν κουτούσιν κάνας να κλέψ ούτι τζέρτζιλου τς ψουφούσιν απου δαρμόν;nothern
μι τ βέργα ου Τζήκας ;nothern
Ζύγουναν οι μέρις για τουν τρύγου οι νοικουκυραίοι τοίμαζαν τα πράγματα ;nothern
Ιέβγαναν πρώτα τα βαϊένια απ τα μπουντρούμια κι τα γιόμουζαν νιρό για να;nothern
φουσκώσν καλά Κατέβαζαν τα γαλίκια κι τα καλάθια απ τς γριντιές τάριχναν κι;nothern
αυτά νιρό να σφίξν ;nothern
Κατέβαζαν τα πράματα άλουγα μπλάρια κι γουμάρια στουν αλμπάν να τα;nothern
καλιγώσν Πιρνούσαν κι απ του σαμαρά να σ μάσν τα σαμάρια κι ου τρανός ου;nothern
πάππους έστειλιν χαμπάρ σ όλου του σόι ;nothern
 Να ρθείτι να βουηθήστι στουν τρύγου ουόσ μπουρείτι να σ μάσουμι ουόλα;nothern
τα σταφύλια σι μιά μέρα Ου κιρός του χινόπουρου είνι φόβιους μήν τσακώσν;nothern
τίπουτα βρουχές κι μας απουμείν ν στ αμπέλ ;nothern
Κι άμα κάθουνταν στουν νουβουρό κι ήγλιπιν ουόλ ν ανακατουσιά ήλιγιν;nothern
μαναχός τ Θέρους τρύγους πόλιμους ουόλ στου πουδάρ ;nothern
Ιέβγαλαν κιτάπ στου Δημαρχείου Καμόσ γραμματζμέν στέκουνταν κι του;nothern
διάβαζαν κι σάν κινούσαν για φύβγα οι αγράμματ στέκουνταν παραπίσου κι;nothern
ρουτούσαν ;nothern
 Τί γράφ αρα του χαρτί Τί γίνγκιν ;nothern
Κι οι γραμματζμέν απουκρένουνταν ;nothern
 Γράφ πότι τα χιρήσ ου τρύγους φέτου ;nothern
 Για τ Σκΐρκα πότι είνι ρα ρώτσιν ου Νάτσιους πούρθιν ικείν ν ώρα καβάλα;nothern
στου γουμάρ ;nothern
 Στα Κουινιάρκα χιρνάει τς δέκα απ του μήνα κι στ Σκΐρκα τς έντικα ;nothern
απουκρίθκιν ου άλλους απου μπρουστότιρα ;nothern
Κίν τσιν ου Νάτσιους αφού ιέμαθιν πότι τα τρυγήσν κούν τσιν κι τα πουδάρια;nothern
να βιαστεί του γουμάρ κι πάει στου σπίτι τ ουόλους έγνοια ;nothern
 Άιντι ήρθαν οι μέρις ;nothern
Ιέντικα απ του μήνα ιέπιφτιν Κυριακή κι απ του Σαββάτου οι Σκαρκιώτ ;nothern
κατέφκαν στου παζάρ ν αγουράσν ουότ χράζουνταν για φαΐ στουν τρύγου ;nothern
Πέρασαν πρώτα απ τα χασαπλιά πήραν ψίχα κράς ψαχνό Ύστρα παρακάτ στου;nothern
Μισκιάθκου πήραν σπανάκια για ν πίτα κι κάνα δυό πλέχτρις νιρουκρόμδα ;nothern
 41 ;nothern
Τάβαλαν κι αυτά στουν τρουβά κι έκαμαν σιαπάν κατα τα μπακάλ κα Ικεί πήραν;nothern
κάνα δυό κουμμάτια μπάτζιουν για του καφαλτΐ Στου μπακάλ κου τς καρτιρούσαν;nothern
οι μκροί πήραν τς τρουβάδις κι τουν κουσιό παϊαίν ν στου σπίτ Αυτοί ιέκατσαν για;nothern
καμιά κούπα να ξιαπουστάσν ;nothern
Πήραν οι γυναίκις τς τρουβάδις ιέβγαλαν τα πράγματα κι σι κάθι σπίτ η;nothern
νοικουκυρά απουχειρήθκιν μι τη δλειά τς Στούμπσαν πρώτα του κρέας μι του;nothern
τσικούρ στου κούτσουρου για τς κιφτέδις Καθάρσαν τα νιρουκρόμδα τάτριψαν;nothern
στουν τρίφτ κι τάβαλαν σην παρσχιά για τσιγάρσμα Κουσκίν τσαν τ αλεύρ για ν;nothern
πίτα Iέκουψαν κι έπλυναν τα σπανάκια ;nothern
Iέβαλαν τουν μπάτζιου στου τρανό του πνάκ κουκούλουσαν στουν σουφρά κι;nothern
κάνα δυό πλαστά ψουμί νάνι έτοιμου απουβραδίς γιατι χανα κινήσν ουόλ καμιά;nothern
ώρα νύχτα ;nothern
Δέν ξέρ κάνας απου πότι είνι του έθιμου κάθι τρύγουν ουόλις οι νοικουκυρές;nothern
να φκιάν ν του ίδιου του φαΐ κιφτέδις μι κρουμμύδ στουν ταβά πίτα μι σπανάκια κι;nothern
για καφαλτΐ στ αμπέλ μπάτζιουν ;nothern
Κάνα δυό ώρις προυτού φέξ η μέρα σ κώθκιν ου Νάτσιους Xίρσιν ν ανακατών ;nothern
στουν νουβουρό γαλίκια κι καλάθια να τα βάν σν αράδα κι ώσπου να γυρστεί ;nothern
ιέφτασιν ουόξου ου κιρατζής ου Μίσιους μι δυό άλουγα κι τρία μπλάρια ;nothern
κανταριασμένα του ένα πίσου απ τ άλλου ;nothern
Σ κώθκιν κι ου γιός τ ου Ντίνας ξύπνησαν οι μκρότιαρ τ αμψίδια τ Νάτσ ;nothern
ήρθαν κι άλλ απ του σόι φόρτουσαν τα γαλίκια κι τα καλάθια στα πράματα κι τα;nothern
λιανά τα σιέα στου γουμάρ κι κίν τσαν ουόλ η παρέα για τ αμπέλ απούταν στ ;nothern
Γαλαζγιόπιτρα κουντά στου Σιόπουτου ;nothern
Ιέφιξιν η μέρα άμα έφτασαν Ξιφόρτουσαν κι ου Νάτσιους κρέμασιν τς;nothern
τρουβάδις στ γκουρτσιά πούταν στου νόχτου ου Μίσιους έδισιν τα πράματα σ ένα;nothern
μπαΐρ να βουσκήσν πήραν ουόλ τα καλάθια κι απόνα μαχαίρ στα χέρια κι ου;nothern
Ντίνας σήκουσιν του γυαλί μι τ ρακή κι είπιν ;nothern
 Άιντι μπιρικέτια Καλή χρουνιά κι τ χρόν μ υγεία ;nothern
 τύλιξαν στο τραπεζομάντιλο ;nothern
 τα εγγόνια του Νάτσιου ;nothern
Αραδιάσ καν ου καθένας στ αυλάκι τ κι χίρσαν να τρυγούν κι ου Νάτσιους;nothern
πήριν του θκό τ του καλάθ κι χίρσιν να σιργιανάει σ όλου τ αμπέλ να διαλέξ ;nothern
σταφύλια πούταν για φαΐ Μπατίκια σαλουν κιά κρουστάλια κι χώρια τα κουρίθια ;nothern
απ τάφκιαναν φούντις κι τα κριμνούσαν στ μισχιά αυτά κρατούσαν πουλύ κι;nothern
τάχαν για τουν χειμώνα ;nothern
